Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Cervical Dystonia - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/cervical-dystonia/safety,site_footer,default,templateIds: tpl_51
Adult Spasticity - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/dosing,header_chrome,default,templateIds: tpl_52
Adult Spasticity - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Adult Spasticity Adult Spasticity Patient ID Efficacy Safety Dosing and Administration Resources BOTOX® Complete Program…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/dosing,main_region_0,default,templateIds: tpl_52
Adult Spasticity - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Use pattern-based dosing to help meet the goals of your patients Selecting muscle/dose combinations clinically proven to…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/dosing,columns,default,templateIds: tpl_52
Adult Spasticity - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 5,Major content region in main (div). Preview: Watch a video about reconstitution and dilution guidelines Transcript Download reconstitution and dilution guidelines fo…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/dosing,main_region_5,default,templateIds: tpl_52
Adult Spasticity - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/dosing,site_footer,default,templateIds: tpl_52
Chronic Migraine - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/safety,header_chrome,default,templateIds: tpl_53
Chronic Migraine - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Chronic Migraine Chronic Migraine Patient ID Efficacy Safety Dosing and Administration Resources BOTOX® Complete Program…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/safety,main_region_0,default,templateIds: tpl_53
Chronic Migraine - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Established safety profile1 MOST FREQUENTLY REPORTED ADVERSE REACTIONS* BOTOX® (n = 687) PLACEBO (n = 692) Neck pain 9% …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/safety,columns,default,templateIds: tpl_53
Chronic Migraine - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/safety,site_footer,default,templateIds: tpl_53
Cervical Dystonia - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/cervical-dystonia/patient-id,header_chrome,default,templateIds: tpl_54
Cervical Dystonia - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Cervical Dystonia Cervical Dystonia Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/cervical-dystonia/patient-id,main_region_0,default,templateIds: tpl_54
Cervical Dystonia - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Head deviation: the most common sign of Cervical Dystonia1 Cervical Dystonia is frequently misdiagnosed for other condit…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/cervical-dystonia/patient-id,columns,default,templateIds: tpl_54
